group_id,duplicate_type,filename,other_filename,distance,hash
near-35,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_10240_14848.png,GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_3072_13312.png,4,
near-36,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_13312_13824.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11776.png,4,
near-37,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_13312_13824.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_9216.png,4,
near-38,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_13312_13824.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_7680.png,2,
near-39,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_13312_13824.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13441_7168.png,4,
near-40,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_13312_13824.png,GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_12288_11776.png,4,
near-41,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_15723_5120.png,GF1_WFV4_E124.3_N33.5_20200926_L1A0005089385_9952_2560.png,4,
near-42,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_15723_5120.png,GF1_WFV4_E124.5_N35.2_20200922_L1A0005079948_7680_12288.png,4,
near-43,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_15723_5120.png,GF6_WFV_E131.9_N22.4_20190604_L1A1119887740-1_5120_0.png,4,
near-44,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_15723_5120.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5120.png,0,
near-45,perceptual_near,GF1_WFV3_E119.6_N35.6_20200424_L2A0004760840_15723_5120.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_10752_11264.png,2,
near-46,perceptual_near,GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_13824_5632.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11776.png,4,
near-47,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_10240_15148.png,GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_10240_15134.png,4,
near-48,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13312.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11264.png,4,
near-49,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13312.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_9216.png,4,
near-50,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13312.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13953_4608.png,4,
near-51,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_14848.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_10240.png,4,
near-52,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_14848.png,GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_11776_14848.png,2,
near-53,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11264.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_9216.png,0,
near-54,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11264.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_7168.png,2,
near-55,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11264.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13953_4608.png,2,
near-56,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11264.png,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_14336_13824.png,2,
near-57,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11776.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_9216.png,4,
near-58,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11776.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13441_7168.png,4,
near-59,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_13312.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_11264.png,2,
near-60,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_13312.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_9216.png,2,
near-61,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_13312.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13824_7168.png,4,
near-62,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_10240.png,GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_13422_7680.png,4,
near-63,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_11264.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_9216.png,2,
near-64,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_9216.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_7168.png,2,
near-65,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_9216.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13953_4608.png,2,
near-66,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_9216.png,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_14336_13824.png,2,
near-67,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_10240.png,GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_11776_14848.png,4,
near-68,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_7168.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13953_4608.png,4,
near-69,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_7168.png,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_14336_13824.png,4,
near-70,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_9216.png,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13824_7168.png,4,
near-71,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13953_4608.png,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_14336_13824.png,4,
near-72,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_14465_4096.png,GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_11776_14848.png,4,
near-73,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_7168_14336.png,GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_3072_13312.png,4,
near-74,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_7168_14336.png,GF1_WFV4_E109.8_N16.7_20200704_L2A0004904643_1024_12800.png,4,
near-75,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_7168_14336.png,GF1_WFV4_E114.4_N21.8_20190806_L2A0004164425_1024_12800.png,4,
near-76,perceptual_near,GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_7168_14336.png,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_1024_12800.png,4,
near-77,perceptual_near,GF1_WFV3_E131.3_N17.2_20200630_L2A0004898201_6656_11264.png,GF6_WFV_E132.0_N26.9_20190703_L1A1119896315-3_11264_4096.png,4,
near-78,perceptual_near,GF1_WFV4_E114.1_N21.0_20190806_L2A0004164437_11776_5632.png,GF6_WFV_E132.0_N26.9_20190302_L1A1119852268-1_0_14848.png,4,
near-79,perceptual_near,GF1_WFV4_E114.4_N21.8_20190806_L2A0004164425_0_12288.png,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_0_12288.png,2,
near-80,perceptual_near,GF1_WFV4_E114.4_N21.8_20190806_L2A0004164425_1024_12800.png,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_1024_12800.png,4,
near-81,perceptual_near,GF1_WFV4_E114.4_N21.8_20190806_L2A0004164425_9216_8704.png,GF6_WFV_E136.0_N26.9_20200913_L1A1120035638-2_14336_3072.png,4,
near-82,perceptual_near,GF1_WFV4_E124.0_N33.5_20131122_L1A0000115971_7680_5120.png,GF6_WFV_E131.9_N26.9_20190523_L1A1119882283-1_512_13824.png,2,
near-83,perceptual_near,GF1_WFV4_E124.1_N35.2_20191206_L1A0004447282_0_11264.png,GF6_WFV_E131.4_N22.4_20200419_L1A1119988588-2_16896_15360.png,4,
near-84,perceptual_near,GF1_WFV4_E124.3_N33.5_20200926_L1A0005089385_9952_2560.png,GF1_WFV4_E124.5_N35.2_20200922_L1A0005079948_7680_12288.png,4,
near-85,perceptual_near,GF1_WFV4_E124.3_N33.5_20200926_L1A0005089385_9952_2560.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5120.png,4,
near-86,perceptual_near,GF1_WFV4_E124.3_N33.5_20200926_L1A0005089385_9952_2560.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_10752_11264.png,4,
near-87,perceptual_near,GF1_WFV4_E124.5_N35.2_20200922_L1A0005079948_7680_12288.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5120.png,4,
near-88,perceptual_near,GF1_WFV4_E124.5_N35.2_20200922_L1A0005079948_7680_12288.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_10752_11264.png,2,
near-89,perceptual_near,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_14848_13312.png,GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_15360_11264.png,2,
near-90,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_0_0.png,GF6_WFV_E132.0_N26.9_20190302_L1A1119852268-1_0_14848.png,4,
near-91,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_1024_6656.png,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_1536_6144.png,2,
near-92,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_1024_6656.png,GF6_WFV_E131.8_N31.4_20200918_L1A1120036753-2_23440_17285.png,4,
near-93,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_1024_6656.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_8192_16896.png,0,
near-94,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_1024_6656.png,GF6_WFV_E136.0_N26.9_20200913_L1A1120035638-2_8192_5632.png,4,
near-95,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_1536_6144.png,GF6_WFV_E131.8_N31.4_20200918_L1A1120036753-2_23440_17285.png,2,
near-96,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_1536_6144.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_8192_16896.png,2,
near-97,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-1_1536_6144.png,GF6_WFV_E136.0_N26.9_20200913_L1A1120035638-2_8192_5632.png,4,
near-98,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,0,
near-99,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,0,
near-100,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,0,
near-101,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,0,
near-102,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,0,
near-103,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,0,
near-104,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,0,
near-105,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,0,
near-106,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-107,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-108,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_0_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-109,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,0,
near-110,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,0,
near-111,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,0,
near-112,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,0,
near-113,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,0,
near-114,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,0,
near-115,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,0,
near-116,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-117,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-118,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14336.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-119,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,0,
near-120,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,0,
near-121,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,0,
near-122,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,0,
near-123,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,0,
near-124,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,0,
near-125,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-126,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-127,perceptual_near,GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_1536_14848.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-128,perceptual_near,GF6_WFV_E131.8_N31.4_20200918_L1A1120036753-2_23440_17285.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_8192_16896.png,4,
near-129,perceptual_near,GF6_WFV_E131.9_N22.4_20190604_L1A1119887740-1_2048_10752.png,GF6_WFV_E131.9_N22.4_20190604_L1A1119887740-1_5120_0.png,4,
near-130,perceptual_near,GF6_WFV_E131.9_N22.4_20190604_L1A1119887740-1_5120_0.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5120.png,4,
near-131,perceptual_near,GF6_WFV_E131.9_N22.4_20190604_L1A1119887740-1_5120_0.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_10752_11264.png,4,
near-132,perceptual_near,GF6_WFV_E132.0_N26.9_20190703_L1A1119896315-3_11776_17920.png,GF6_WFV_E132.0_N26.9_20190703_L1A1119896315-3_11793_17920.png,4,
near-133,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5120.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_10752_11264.png,2,
near-134,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,0,
near-135,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,0,
near-136,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,0,
near-137,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,0,
near-138,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,0,
near-139,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-140,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-141,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5632.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-142,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,0,
near-143,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,0,
near-144,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,0,
near-145,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,0,
near-146,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-147,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-148,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_1536.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-149,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,0,
near-150,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,0,
