filename,issue_type,severity,details
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_3072_512.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_3584_10240.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_3584_512.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_4608_10752.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_5120_7168.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_6656_4096.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_6656_4608.png,bbox_touches_image_edge,suspicious_but_valid,boxes=2
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_6656_5120.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_7168_4096.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_7168_5120.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8704_11776.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8704_7168.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14336.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.png,bbox_touches_image_edge,suspicious_but_valid,boxes=2
GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13312.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_6144.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_2048_4096.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_4096_4608.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E122.4_N37.3_20190805_L2A0004161911_9728_5632.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV3_E131.3_N17.2_20200630_L2A0004898201_6656_11264.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E109.8_N16.7_20200704_L2A0004904643_17920_13824.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E110.2_N18.4_20200704_L2A0004904642_17920_14336.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E114.1_N21.0_20190806_L2A0004164437_1024_8704.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E114.1_N21.0_20190806_L2A0004164437_1536_8704.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E114.4_N21.8_20190806_L2A0004164425_10240_14336.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E114.4_N21.8_20190806_L2A0004164425_1024_11264.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E114.5_N11.7_20200703_L2A0004902460_12288_2560.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E114.5_N11.7_20200703_L2A0004902460_13312_4608.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.0_N33.5_20131122_L1A0000115971_10464_9216.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.0_N33.5_20131122_L1A0000115971_6144_11264.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.0_N33.5_20131122_L1A0000115971_8704_1536.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.0_N35.2_20200407_L1A0004724410_0_12800.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.0_N35.2_20200407_L1A0004724410_11488_1536.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.0_N35.2_20200407_L1A0004724410_1536_11776.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.0_N35.2_20200407_L1A0004724410_3072_11264.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.0_N35.2_20200407_L1A0004724410_5632_0.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.1_N30.1_20190629_L2A0004085462_10752_12288.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.1_N33.5_20200812_L1A0004986999_9216_9728.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.1_N35.2_20191206_L1A0004447282_4608_5120.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.3_N33.5_20200926_L1A0005089385_5632_5632.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.3_N33.5_20200926_L1A0005089385_7168_1024.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.5_N35.2_20200922_L1A0005079948_3584_2048.png,bbox_touches_image_edge,suspicious_but_valid,boxes=2
GF1_WFV4_E124.5_N35.2_20200922_L1A0005079948_7168_2560.png,bbox_touches_image_edge,suspicious_but_valid,boxes=2
GF1_WFV4_E124.5_N35.2_20200922_L1A0005079948_8704_10240.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV4_E124.5_N36.8_20190805_L2A0004161899_16481_6144.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.2_N35.8_20200910_L1A1120034678-2_15360_13312.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.2_N35.8_20200910_L1A1120034678-2_17408_10752.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.2_N35.8_20200910_L1A1120034678-2_2048_6656.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.2_N35.8_20200910_L1A1120034678-2_21904_4608.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.2_N35.8_20200910_L1A1120034678-2_4608_2048.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.2_N35.8_20200910_L1A1120034678-3_1536_16384.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.2_N35.8_20200910_L1A1120034678-3_3072_4608.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.4_N22.4_20200530_L1A1120002374-3_9216_15360.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.4_N24.7_20190523_L1A1119882277-1_0_512.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.4_N24.7_20190523_L1A1119882277-1_2048_512.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.4_N24.7_20190523_L1A1119882277-1_8192_14336.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.6_N24.7_20191111_L1A1119942463-1_6144_1024.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.6_N24.9_20190302_L1A1119852281-2_22928_6144.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.8_N31.4_20200918_L1A1120036753-2_12800_17285.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.8_N38.0_20200910_L1A1120034675-1_0_17285.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.8_N38.0_20200910_L1A1120034675-2_13312_4608.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.8_N38.0_20200910_L1A1120034675-2_15360_13824.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.8_N38.0_20200910_L1A1120034675-2_18944_11264.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.8_N38.0_20200910_L1A1120034675-2_19456_12288.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.8_N38.0_20200910_L1A1120034675-2_5120_13312.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.8_N38.0_20200910_L1A1120034675-3_1536_5120.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.9_N22.4_20190604_L1A1119887740-2_22016_3072.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.9_N22.4_20190604_L1A1119887740-3_8192_9728.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.9_N26.9_20190523_L1A1119882283-1_0_16777.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.9_N26.9_20190523_L1A1119882283-1_0_16896.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E131.9_N26.9_20190523_L1A1119882283-1_3584_13824.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10240_14848.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_13312.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_10752_5120.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_11776_13824.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_6656_1536.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7168_512.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_8704_13312.png,bbox_touches_image_edge,suspicious_but_valid,boxes=3
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_8704_13824.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_9216_13824.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_9216_15872.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_9216_8704.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_9728_13824.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-3_10752_7168.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-3_11264_7680.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-3_11281_12800.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-3_11281_7680.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-3_11281_8192.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-3_11776_14336.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E133.0_N38.0_20200914_L1A1120035551-1_11264_16777.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E133.0_N38.0_20200914_L1A1120035551-1_11264_16896.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E133.0_N38.0_20200914_L1A1120035551-1_7168_16777.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E133.6_N33.6_20200305_L1A1119973496-1_0_512.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E133.6_N33.6_20200305_L1A1119973496-1_12928_9216.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E133.6_N33.6_20200305_L1A1119973496-1_3072_2048.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E133.6_N33.6_20200305_L1A1119973496-2_7168_5120.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E133.6_N33.6_20200305_L1A1119973496-2_9216_4608.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E136.0_N26.9_20200913_L1A1120035638-1_10752_8192.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E137.2_N26.9_20200521_L1A1119999497-2_20992_6144.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E137.2_N31.4_20200913_L1A1120035633-1_11264_3584.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E137.7_N29.1_20200521_L1A1119999499-2_21904_7168.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF6_WFV_E138.3_N31.4_20200521_L1A1119999493-1_8192_1536.png,bbox_touches_image_edge,suspicious_but_valid,boxes=1
GF1_WFV1_E110.3_N19.6_20200703_L2A0004902371_12288_13824.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.622646
GF1_WFV1_E110.3_N19.6_20200703_L2A0004902371_13872_2048.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.513496
GF1_WFV1_E110.3_N19.6_20200703_L2A0004902371_4608_0.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.864002
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_12288_14696.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.768261
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_14848_14696.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.694752
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_15360_11264.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.605335
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_15360_11776.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.766556
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_15485_10240.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.527576
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_15485_10752.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.688511
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_15485_11776.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.984825
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_15872_8192.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.642395
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_15872_8704.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.802307
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_15997_7168.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.567322
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_16509_5120.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.931213
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_4096_0.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.708351
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_6144_13824.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.984303
GF1_WFV1_E120.0_N36.3_20200423_L2A0004760887_7680_13824.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.523911
GF1_WFV2_E111.6_N17.5_20200703_L2A0004902588_12800_9728.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.900463
GF1_WFV2_E112.0_N19.2_20200703_L2A0004902375_2048_0.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.999996
GF1_WFV2_E112.0_N19.2_20200703_L2A0004902375_6656_14167.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.918106
GF1_WFV2_E112.0_N19.2_20200703_L2A0004902375_7168_14167.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.716141
GF1_WFV2_E112.0_N19.2_20200703_L2A0004902375_7680_14167.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.513138
GF1_WFV2_E118.9_N24.3_20200710_L2A0004922278_0_10752.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.685982
GF1_WFV2_E118.9_N24.3_20200710_L2A0004922278_12288_12800.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.681503
GF1_WFV2_E118.9_N24.3_20200710_L2A0004922278_14019_3584.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.577362
GF1_WFV2_E118.9_N24.3_20200710_L2A0004922278_14019_4096.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.769836
GF1_WFV2_E118.9_N24.3_20200710_L2A0004922278_14019_4608.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.953495
GF1_WFV2_E118.9_N24.3_20200710_L2A0004922278_6144_13824.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.564034
GF1_WFV2_E123.6_N29.3_20190910_L2A0004239231_1024_5632.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.75626
GF1_WFV2_E123.6_N29.3_20190910_L2A0004239231_1024_6144.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.551014
GF1_WFV2_E123.6_N29.3_20190910_L2A0004239231_1536_3072.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.780388
GF1_WFV2_E123.6_N29.3_20190910_L2A0004239231_1536_3584.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.575745
GF1_WFV2_E123.6_N29.3_20190910_L2A0004239231_2048_0.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.97702
GF1_WFV2_E123.6_N29.3_20190910_L2A0004239231_2048_1024.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.597401
GF1_WFV2_E123.6_N29.3_20190910_L2A0004239231_2048_512.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.801346
GF1_WFV2_E123.6_N29.3_20190910_L2A0004239231_4608_0.png,black_pixels_over_50_percent,suspicious_but_valid,black_ratio=0.889236
