img_id,gt_index,size_bin,sqrt_area,class_id,num_p3_positive,s_pos,sigmoid_score,s_neg,margin,local_bg_over_threshold,matched_but_low_confidence,crowded
140,2,tiny-2,14.282856941223145,0,2,0.5791114568710327,0.6408629417419434,-0.4987106919288635,1.077822208404541,11,False,False
140,3,tiny-2,12.649110794067383,0,2,-0.512598991394043,0.37458446621894836,-0.8627458810806274,0.3501468896865845,11,False,True
140,4,tiny-2,13.03840446472168,0,2,1.4285709857940674,0.8066785335540771,-0.7444022297859192,2.172973155975342,11,False,True
140,5,tiny-2,12.845232963562012,0,1,-0.4980647563934326,0.3779955506324768,-0.45630794763565063,-0.04175680875778198,13,False,True
165,2,tiny-2,8.25499439239502,0,2,-0.27439069747924805,0.4318295121192932,-2.5346109867095947,2.2602202892303467,3,False,False
166,0,tiny-2,10.098774909973145,0,2,0.7711498737335205,0.6837695837020874,-1.6396980285644531,2.4108479022979736,4,False,False
169,0,tiny-2,9.539392471313477,0,2,-0.4317065477371216,0.3937188982963562,-2.9715869426727295,2.5398802757263184,3,False,False
181,0,tiny-2,14.832396507263184,0,3,-0.194906085729599,0.451427161693573,-2.1677072048187256,1.9728010892868042,4,False,False
185,1,tiny-2,10.488088607788086,0,2,0.4989442825317383,0.622211217880249,-2.43583345413208,2.9347777366638184,2,False,False
185,2,tiny-2,11.48912525177002,0,1,0.9272651672363281,0.7165201306343079,-1.2867933511734009,2.2140583992004395,4,False,False
186,1,tiny-2,12.409673690795898,0,2,-0.5127239227294922,0.37455517053604126,-1.981812834739685,1.4690889120101929,4,False,False
202,0,tiny-2,11.958260536193848,0,2,2.245131015777588,0.9042297601699829,-1.2029404640197754,3.4480714797973633,9,False,False
209,0,tiny-2,14.422204971313477,0,4,-0.3101613521575928,0.4230753779411316,-3.2247207164764404,2.9145593643188477,1,False,False
209,1,tiny-2,15.42724895477295,0,2,-0.41426897048950195,0.3978889286518097,-1.3371540307998657,0.9228850603103638,6,False,False
228,2,tiny-2,14.696938514709473,0,2,-0.05960690975189209,0.48510268330574036,-2.1376261711120605,2.078019142150879,3,False,False
237,1,tiny-2,8.8773193359375,0,1,1.5454845428466797,0.8242605924606323,-1.9092018604278564,3.454686403274536,6,False,False
239,0,tiny-2,12.274374008178711,0,1,-1.8793208599090576,0.1324668973684311,-3.235109806060791,1.3557889461517334,1,False,False
251,0,tiny-2,15.491933822631836,0,3,0.06889939308166504,0.5172180533409119,-2.3860065937042236,2.4549059867858887,3,False,False
257,0,tiny-2,14.866068840026855,0,4,0.7871185541152954,0.6872122883796692,-3.2656772136688232,4.052795886993408,1,False,False
260,0,tiny-2,15.198683738708496,0,3,1.1298015117645264,0.7558022737503052,-1.2627716064453125,2.392573118209839,9,False,True
260,2,tiny-2,12.961481094360352,0,1,-2.254626750946045,0.09495111554861069,-2.079944372177124,-0.1746823787689209,6,False,True
269,1,tiny-2,15.29705810546875,0,4,-1.2695362567901611,0.21933665871620178,-4.442203044891357,3.1726667881011963,0,False,True
269,6,tiny-2,11.249639511108398,0,1,0.13692522048950195,0.5341778993606567,-2.557192802429199,2.694118022918701,3,False,False
270,2,tiny-2,10.613539695739746,0,2,-1.1920443773269653,0.23289351165294647,-3.503538131713867,2.3114938735961914,0,False,False
277,1,tiny-2,13.03840446472168,0,2,0.40139007568359375,0.5990216135978699,-0.3506249487400055,0.7520149946212769,8,False,False
291,2,tiny-2,13.856406211853027,0,4,-2.72428560256958,0.06155543401837349,-3.5370395183563232,0.8127539157867432,0,False,False
297,1,tiny-2,12.67386531829834,0,1,2.2373881340026855,0.9035571217536926,-1.2335153818130493,3.4709033966064453,8,False,False
323,0,tiny-2,14.282856941223145,0,2,1.6503069400787354,0.8389325141906738,-1.8309872150421143,3.4812941551208496,5,False,False
323,1,tiny-2,11.958260536193848,0,2,-4.130931854248047,0.015813805162906647,-4.971055030822754,0.840123176574707,0,True,False
327,0,tiny-2,11.832159996032715,0,2,-2.7379367351531982,0.06077156960964203,-2.2741825580596924,-0.46375417709350586,4,False,False
331,0,tiny-2,15.874507904052734,0,2,3.2274014949798584,0.961852490901947,0.8049265146255493,2.4224748611450195,17,False,False
339,0,tiny-2,12.368428230285645,0,2,1.690108299255371,0.8442384004592896,-0.1258247345685959,1.8159329891204834,17,False,False
354,0,tiny-2,10.978527069091797,0,1,2.1808366775512695,0.8985154032707214,-0.5182158350944519,2.699052572250366,11,False,False
354,1,tiny-2,12.572876930236816,0,2,0.5143246650695801,0.625819742679596,-0.3834056854248047,0.8977303504943848,14,False,False
361,2,tiny-2,11.674314498901367,0,2,-4.251401901245117,0.014044202864170074,-2.7201313972473145,-1.5312705039978027,4,True,False
366,0,tiny-2,9.38500690460205,0,2,-1.9028762578964233,0.1297832876443863,-1.4235377311706543,-0.47933852672576904,8,False,True
366,1,tiny-2,12.50819206237793,0,1,0.6969490051269531,0.667510986328125,-1.0043137073516846,1.7012627124786377,10,False,True
393,1,tiny-2,13.659677505493164,0,3,0.9620351791381836,0.7235291004180908,0.34737059473991394,0.6146645545959473,19,False,False
398,0,tiny-2,11.401754379272461,0,1,0.9278531074523926,0.716639518737793,-1.2798609733581543,2.207714080810547,7,False,False
404,1,tiny-2,14.411078453063965,0,4,-2.010281562805176,0.11812763661146164,-3.4023711681365967,1.392089605331421,0,False,False
436,0,tiny-2,13.416407585144043,0,2,1.7020161151885986,0.8457978367805481,0.026427555829286575,1.675588607788086,12,False,False
437,0,tiny-2,15.491933822631836,0,4,1.6328200101852417,0.8365556001663208,-0.5216020941734314,2.1544220447540283,12,False,False
455,1,tiny-2,15.406085968017578,0,6,-2.975912094116211,0.04852602630853653,-4.537606239318848,1.5616941452026367,0,True,False
466,2,tiny-2,12.737713813781738,0,2,-0.011139869689941406,0.49721506237983704,-1.8265186548233032,1.8153787851333618,4,False,False
470,0,tiny-2,13.718939781188965,0,4,1.1036865711212158,0.7509502172470093,-0.7957845330238342,1.8994710445404053,8,False,False
471,0,tiny-2,11.48912525177002,0,2,1.7079989910125732,0.8465765714645386,-1.0838850736618042,2.791883945465088,9,False,False
500,1,tiny-2,15.42724895477295,0,4,0.9034351110458374,0.7116549015045166,-2.2420337200164795,3.1454687118530273,4,False,False
504,0,tiny-2,14.491376876831055,0,4,0.8584562540054321,0.7023380398750305,-1.802088737487793,2.6605448722839355,5,False,False
505,1,tiny-2,11.463945388793945,0,1,-1.483581781387329,0.18488702178001404,-3.3510799407958984,1.8674981594085693,1,False,False
506,0,tiny-2,14.491376876831055,0,1,2.355893611907959,0.9134016036987305,-1.4580758810043335,3.813969612121582,4,False,False
506,1,tiny-2,11.949041366577148,0,2,-2.827528476715088,0.055854592472314835,-4.257236480712891,1.4297080039978027,0,False,False
507,0,tiny-2,15.874507904052734,0,4,0.24144744873046875,0.5600703358650208,-3.290698289871216,3.5321457386016846,2,False,False
512,0,tiny-2,15.0,0,4,0.11552459001541138,0.5288490653038025,-3.2144296169281006,3.329954147338867,1,False,False
523,0,tiny-2,15.491933822631836,0,1,1.934926986694336,0.8737937808036804,-1.2096128463745117,3.1445398330688477,7,False,False
531,0,tiny-2,14.696938514709473,0,4,1.5176106691360474,0.8201863765716553,-0.4365778863430023,1.954188585281372,14,False,False
